handle,*special,2-sat,binary search,bitmasks,brute force,chinese remainder theorem,combinatorics,constructive algorithms,data structures,dfs and similar,divide and conquer,dp,dsu,expression parsing,fft,flows,games,geometry,graph matchings,graphs,greedy,hashing,implementation,interactive,math,matrices,meet-in-the-middle,number theory,probabilities,schedules,shortest paths,sortings,string suffix structures,strings,ternary search,trees,two pointers
xuexiaoyun,2,1,99,52,166,1,32,218,101,62,13,129,20,0,0,3,40,19,4,64,419,9,223,14,359,2,0,91,7,2,11,120,0,71,6,35,59
SalicylicAcid,0,0,7,3,7,0,5,19,6,1,0,8,2,0,0,1,2,5,1,4,40,0,18,0,44,0,0,6,3,0,1,15,0,7,1,2,4
HomeLander24,3,0,12,10,32,0,3,44,8,2,1,11,1,1,0,0,8,4,1,5,93,1,40,2,70,0,0,22,0,0,1,26,1,15,0,1,9
ECEgod,0,0,14,14,41,0,3,51,18,8,2,18,3,0,0,0,6,9,0,12,102,3,61,6,88,0,0,21,2,1,4,30,0,18,1,4,9
s_kh10,6,0,33,17,41,0,4,55,15,20,1,32,7,0,0,0,7,1,0,12,104,0,78,2,85,1,0,25,0,0,1,42,0,13,0,9,15
Jashwanth19,0,0,1,2,12,0,1,7,1,1,0,4,0,0,0,0,2,0,0,1,26,0,13,0,22,0,0,8,0,0,0,8,0,7,0,0,1
NKS01X,6,0,31,21,108,0,9,73,32,13,0,49,7,0,0,0,12,12,4,8,211,3,170,3,176,2,1,33,1,0,1,76,1,55,1,8,24
mdarafathossen.py,1,0,36,17,54,0,8,56,47,20,3,19,10,0,0,0,4,2,0,17,127,4,87,0,114,0,0,37,0,1,2,37,1,36,2,13,31
nguyenminhkhoa0987881128,0,0,1,4,3,0,0,2,1,0,0,2,1,0,0,0,2,1,0,0,12,0,5,0,10,0,0,1,0,0,0,4,0,2,0,1,1
andcist,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,0,3,0,3,0,0,1,0,0,0,2,0,2,0,0,0
kashvikhurana,0,0,8,4,19,0,1,22,7,4,0,8,2,0,0,0,4,2,0,5,56,1,23,0,37,1,0,6,0,0,1,16,0,7,0,3,2
Itrenbach,0,0,15,17,24,0,11,30,18,3,7,21,3,0,2,0,6,7,3,7,80,0,39,5,60,3,0,10,8,1,1,17,0,7,3,4,8
sunny212,4,0,7,3,33,0,0,18,3,2,0,9,0,1,0,0,2,1,1,3,56,3,110,0,64,0,0,14,1,0,3,25,0,30,0,0,5
ska_0x08,0,0,11,8,18,1,5,26,19,8,1,23,5,0,0,1,5,2,0,9,57,0,28,1,39,0,0,12,1,1,2,15,0,5,1,6,11
S.nitdgp,0,0,9,8,15,0,1,18,5,1,0,4,0,0,0,0,0,3,1,0,35,0,14,1,31,1,0,10,0,0,0,10,0,4,0,1,1
t0809,0,0,1,5,13,0,0,14,1,0,0,8,0,0,0,0,1,1,0,2,33,0,12,3,21,0,0,3,1,1,1,7,0,8,0,0,1
7h3,0,1,18,13,43,0,11,98,25,19,1,30,4,0,0,0,3,7,2,20,99,3,71,1,100,0,0,33,2,0,2,27,0,20,1,6,10
agarwal_shaleen,1,0,21,6,44,0,2,56,16,3,1,24,4,0,0,0,9,3,2,5,118,0,51,1,81,0,0,24,0,0,1,28,1,20,0,5,10
raj_nagtode,0,1,76,47,116,2,31,154,80,41,5,129,15,0,0,0,16,8,0,39,243,9,145,0,248,2,1,85,5,2,12,80,1,47,4,23,47
coding_bear,0,0,2,4,25,0,1,22,1,0,0,1,0,0,0,0,4,3,0,0,43,0,26,0,42,0,0,9,0,0,0,10,0,8,0,0,2
heartshrimal,1,0,10,8,31,0,4,26,9,1,0,9,1,0,0,0,5,2,1,0,61,1,33,0,65,0,0,14,0,0,0,23,1,13,0,1,6
newusernaem,0,0,3,8,12,0,0,9,1,0,0,2,0,0,0,0,3,2,0,1,29,0,17,2,23,0,0,6,0,0,0,11,0,6,0,0,1
yuchenxi,0,0,14,13,45,0,3,58,20,4,2,17,5,0,0,0,8,9,0,4,121,1,53,3,78,0,0,18,2,1,1,33,0,16,0,5,13
HosseinMomeni,0,0,20,17,47,1,10,70,19,6,3,32,2,0,0,0,11,6,4,12,141,1,55,7,99,1,0,23,0,0,2,37,0,23,3,5,16
Faog,0,0,24,20,62,1,7,85,25,3,0,23,6,0,0,0,18,8,1,2,189,1,75,1,143,0,0,27,0,0,0,52,0,33,1,7,21
AdamWinnowicz,2,2,70,38,143,0,15,154,67,23,4,93,14,0,0,0,25,18,4,23,331,8,200,6,272,0,0,60,2,2,4,97,0,60,3,13,33
ntk7643,0,0,8,7,17,0,0,16,9,0,1,7,0,0,0,0,2,2,0,0,41,1,20,2,30,0,0,6,1,1,0,10,0,9,0,3,4
maj_22,0,0,26,18,49,0,7,68,19,6,2,29,5,0,0,0,10,11,2,10,158,1,59,7,108,0,0,24,2,1,1,34,0,19,2,8,18
Prakashb,2,0,1,3,10,0,0,3,0,0,0,2,0,0,0,0,2,1,0,0,17,0,38,0,23,0,0,2,0,0,0,9,0,15,0,0,2
Sousa16,0,0,1,3,6,0,0,8,1,0,0,0,0,0,0,0,1,1,0,0,19,1,6,0,17,0,0,5,0,0,0,5,0,3,0,0,1
harsh_kumar_arya,2,0,56,32,133,1,18,138,47,1,2,66,4,0,0,0,27,12,2,3,285,2,151,2,264,2,0,74,0,1,1,87,0,43,1,2,35
ABadName1001,9,1,19,9,54,1,7,37,16,18,0,51,9,2,0,1,6,5,2,20,88,3,71,0,114,2,0,30,3,0,7,26,2,25,1,12,8
buibuicongthien,1,0,15,9,13,0,2,10,33,16,6,40,4,0,0,0,3,0,0,14,44,0,17,0,22,0,0,5,1,1,4,12,0,8,2,11,11
ponsaid,0,0,4,4,7,0,2,4,2,2,1,4,0,0,0,1,3,0,0,3,17,0,3,2,16,0,0,5,0,0,1,6,0,7,0,2,1
Upone,0,0,13,8,35,0,4,35,23,5,0,23,4,0,0,0,7,2,0,9,94,2,41,1,78,1,0,14,0,1,3,30,0,18,1,5,16
logicalerrorinmind0,4,0,27,15,48,1,6,75,16,3,0,24,2,0,0,0,12,9,2,7,138,1,56,2,107,0,0,25,2,0,1,40,1,27,0,3,22
carolLv,0,0,3,6,16,0,0,18,3,0,0,3,1,0,0,0,3,3,0,1,48,0,22,1,33,0,0,6,0,0,0,11,0,8,0,0,4
san4507singh,1,0,8,2,47,0,2,23,2,0,0,8,0,0,0,0,5,2,1,0,55,1,90,0,86,0,0,31,0,0,1,22,0,27,1,0,8
Kareem_Maged,1,0,10,9,26,0,7,25,15,6,2,11,3,0,0,0,3,0,0,7,47,1,42,0,40,1,0,10,1,0,2,14,0,11,0,3,7
Wide_Peepo_Happy,0,0,6,4,17,0,1,18,7,3,1,12,5,0,0,0,4,0,0,2,50,0,21,1,42,0,0,6,0,0,1,10,0,8,0,4,3
Pragyangarg2512,0,0,17,11,40,0,8,30,11,0,0,8,0,0,0,0,3,10,0,2,83,2,36,2,78,0,0,13,1,0,1,33,0,13,0,1,19
ecubic,0,0,0,4,5,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,15,0,6,1,7,0,0,3,1,0,0,3,0,5,0,0,0
Rakeshhhh,0,0,18,17,17,0,8,21,19,4,1,19,1,0,0,1,4,3,0,4,62,0,25,0,58,1,0,17,0,0,0,31,0,9,0,4,18
RishK15,5,0,40,35,87,0,9,100,39,3,1,34,1,2,0,1,18,7,1,6,234,6,145,4,193,0,0,57,0,1,0,84,1,58,0,2,31
Winsent,1,0,40,24,79,0,10,88,41,14,2,55,9,0,0,1,20,2,2,11,184,3,109,1,143,1,0,29,3,1,2,64,0,39,1,7,28
Hoshino_gua,3,0,14,3,21,0,3,31,15,15,0,22,5,0,0,0,5,3,0,16,64,2,32,1,53,0,0,8,0,0,4,17,1,13,0,9,7
LovesickRaj,0,0,13,13,37,0,5,37,11,0,0,18,0,0,0,0,4,7,0,0,90,0,43,0,68,0,0,19,1,0,1,34,0,14,0,1,17
slowbook,0,0,3,2,16,0,0,17,1,0,0,1,1,0,0,0,4,1,0,0,44,0,21,0,31,0,0,7,0,0,0,14,0,11,0,0,5
lesnik496,1,0,22,18,53,0,8,72,21,10,1,24,4,0,0,0,13,6,2,14,152,2,88,10,116,0,0,27,1,1,4,40,0,28,2,8,18
ThirdAttempt,0,0,9,6,25,0,1,35,8,1,0,12,0,0,0,0,6,3,0,2,72,1,32,0,58,0,0,8,0,0,0,16,0,7,0,0,11
suyucum,0,0,23,13,64,1,8,67,19,5,1,28,5,0,0,0,15,9,2,6,143,1,58,2,103,1,0,20,0,0,1,42,0,16,0,5,16
RuiKay,0,0,14,13,57,1,5,71,12,0,0,10,0,0,0,0,14,10,1,2,153,1,67,1,130,0,0,21,0,0,0,37,0,23,0,0,10
srijan050,0,0,11,9,32,0,3,25,13,1,0,10,1,1,0,1,8,3,1,3,75,0,49,0,75,0,0,15,0,0,2,24,0,21,1,0,7
avdhoot001,0,0,7,5,12,0,3,19,5,1,0,7,0,0,0,0,3,5,0,1,46,1,15,0,25,0,0,4,0,0,0,10,0,8,0,0,6
Faisal821,2,0,42,26,67,0,21,79,45,18,3,42,6,0,0,1,10,9,0,13,174,3,87,5,147,1,0,46,0,0,3,76,0,26,0,12,31
sargun1155,2,0,8,7,36,0,1,26,1,1,0,9,0,0,0,1,2,6,0,1,66,0,51,0,74,0,0,14,0,0,0,29,0,20,2,0,6
Valenz,1,3,150,73,237,2,53,276,171,49,9,179,23,1,0,3,40,21,4,61,516,13,298,7,434,3,0,125,5,2,13,166,2,89,6,36,88
Sneb,0,0,3,4,11,0,0,8,3,0,0,7,0,0,0,0,2,1,0,1,22,1,8,1,16,0,0,3,0,0,0,7,0,4,0,0,2
t_kr_sinha,0,0,7,4,20,0,1,23,8,6,0,7,3,0,0,0,3,2,1,3,56,0,17,2,44,0,0,8,0,0,1,9,0,6,0,5,5
vasu63,0,0,9,5,26,0,2,11,9,0,0,7,0,0,0,0,2,2,0,1,44,2,22,0,37,0,0,7,0,0,1,23,0,10,1,1,13
.ayy,0,0,82,51,176,1,29,245,79,24,2,85,12,0,0,0,33,13,4,28,427,7,199,7,346,3,0,80,2,2,7,122,0,58,5,15,60
Ad28,1,0,77,81,131,0,32,156,84,33,8,106,9,0,0,3,24,16,2,38,325,4,136,22,293,2,0,82,3,3,10,103,1,35,7,31,50
arseniy.burlutskiy29,18,0,21,12,98,1,3,70,19,5,1,26,6,3,1,1,13,9,3,11,166,2,231,3,159,0,0,28,1,0,4,53,1,60,1,4,14
pratyushsp.iit,0,0,7,3,19,0,2,18,1,0,1,7,0,0,0,0,2,1,0,1,45,0,29,0,38,0,0,7,0,0,0,13,0,19,1,0,5
_crn_,1,0,29,15,44,0,5,48,17,2,0,20,4,0,0,0,10,9,2,3,124,1,38,0,96,0,0,18,0,0,1,37,1,17,0,1,17
_liujy,0,1,9,5,13,0,2,6,19,1,6,13,1,0,1,0,2,0,0,0,22,1,15,1,21,0,0,11,0,1,0,6,0,4,0,1,5
Aniket_Jawarkar86,2,0,8,13,54,0,5,50,12,1,1,12,2,0,0,0,10,4,2,5,121,1,66,0,104,0,0,21,1,0,4,37,0,26,2,2,14
sahil_pratap,3,0,16,15,57,0,3,54,17,9,1,19,2,0,0,0,15,11,0,11,141,2,62,3,106,0,0,16,1,1,2,34,1,20,1,10,11
tanjiro123,0,0,14,11,38,0,4,56,15,4,0,17,6,0,0,0,10,7,1,8,125,0,51,1,94,1,0,17,1,0,3,33,0,16,0,4,12
fengminglai52,2,0,32,12,77,0,12,93,25,6,0,33,4,0,0,1,12,10,2,6,207,3,125,0,161,0,0,34,0,0,1,67,0,43,0,2,25
Ayush_Raj_2027,1,0,49,27,110,0,15,152,36,8,0,45,4,0,0,0,17,12,2,10,249,4,120,2,221,1,0,58,1,0,2,74,1,46,1,5,29
beanstalker0,0,0,4,4,8,0,0,8,0,2,0,5,1,0,0,0,1,0,0,4,24,1,9,3,12,0,0,4,0,0,2,5,0,4,0,1,1
bkdn25.HoangVuWibu,0,0,3,3,12,0,1,16,1,1,0,3,0,0,0,0,2,2,0,2,34,1,16,0,19,0,0,6,0,0,0,10,0,3,0,0,4
Alpha_04.,1,0,65,27,118,1,13,134,37,24,2,51,11,0,0,0,23,17,3,23,278,1,166,7,234,4,0,37,2,1,6,85,0,55,5,19,39
AnkitPandey21,0,0,4,3,15,0,0,11,3,2,0,2,3,0,0,0,0,4,0,2,31,1,17,0,33,0,0,5,0,0,0,9,0,8,0,0,2
benfraj_helmi,33,2,173,92,396,2,50,406,154,70,13,218,29,7,1,2,62,42,7,57,838,13,732,13,774,5,3,209,6,3,16,283,2,194,9,33,107
HissekiWriting,0,0,10,7,19,0,2,18,3,2,2,4,0,0,0,0,2,1,0,3,46,0,18,4,33,0,0,10,0,0,0,11,0,7,1,1,8
Chxco.,0,0,2,5,13,0,0,11,3,0,0,1,1,0,0,0,1,0,0,0,29,0,13,0,21,0,0,5,0,0,0,8,0,4,0,0,2
said.myrzakov,0,0,5,5,10,0,0,17,8,4,0,7,0,0,0,0,2,2,0,3,37,2,15,4,25,0,0,4,0,0,2,9,0,5,0,1,4
Mo_3leem,1,0,40,35,113,0,12,133,36,23,1,49,11,0,0,0,22,15,2,24,258,5,147,4,235,1,0,46,2,0,7,63,0,46,2,10,26
xiaohuang25,0,0,19,12,37,0,2,54,16,8,0,20,3,0,1,0,5,5,0,6,119,1,60,3,80,0,0,20,0,1,1,37,0,23,1,3,14
srijan1,0,0,1,1,5,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,15,0,8,0,9,0,0,3,0,0,0,3,0,2,0,0,1
Divyansh_Ahuja_08,1,0,10,8,35,0,5,47,8,6,0,9,0,0,0,0,4,3,0,7,81,0,37,0,86,0,0,25,0,0,1,25,1,16,1,4,10
Mayank_kumar1710,4,0,60,28,114,2,17,109,47,15,5,53,3,0,3,2,16,40,5,20,239,3,150,11,239,2,0,105,4,1,7,75,0,46,6,13,30
maryam_abdelhady_,2,2,139,61,275,1,53,254,143,54,12,150,26,1,0,0,37,24,4,66,552,14,385,19,450,4,0,100,11,3,25,181,0,117,6,25,88
kiero,0,0,48,26,82,1,13,91,36,5,1,36,12,0,0,0,14,8,1,9,205,1,81,4,161,0,0,41,1,0,0,52,0,24,1,4,23
hhhy0210,0,0,3,4,11,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,20,0,5,1,13,0,0,4,0,0,0,5,0,4,0,0,2
nimbleGiant,0,0,1,4,5,0,1,7,1,0,0,1,0,0,0,0,0,2,0,0,17,0,5,0,16,0,0,5,0,0,0,4,0,3,0,0,0
_arjun3.14,0,0,2,3,12,0,0,10,2,0,0,1,0,0,0,0,1,2,0,0,30,1,15,0,26,0,0,4,0,0,0,11,0,9,0,0,2
techyStriver24,1,0,36,17,55,0,10,33,27,6,2,41,4,0,0,1,8,6,0,10,121,0,76,2,116,1,0,25,0,0,3,58,0,34,1,6,28
Pssikriwal_47,0,0,5,5,24,0,0,21,7,0,1,4,1,0,0,0,1,5,0,2,48,3,27,2,39,0,0,9,1,0,0,14,0,12,0,1,5
LAKSHYA_GUPTA001,0,0,11,4,24,0,4,18,10,0,0,12,1,0,0,0,3,4,0,1,61,0,31,0,43,0,0,8,1,0,0,22,0,10,0,2,11
rounak_3978,0,0,41,23,52,0,10,49,42,10,4,42,8,0,0,1,4,5,0,9,138,2,55,1,102,0,0,31,0,1,5,52,0,25,1,12,27
isolat,0,0,5,9,18,0,2,16,6,2,0,9,2,0,0,0,4,0,0,2,42,0,16,2,31,1,0,6,0,1,1,11,0,7,1,2,4
hieunghia0909,0,0,2,3,2,0,0,4,0,0,0,2,0,0,0,0,1,1,0,0,18,0,9,0,12,0,0,0,0,0,0,5,0,3,1,0,2
Luxiaoguo,0,0,1,2,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,2,0,0,0,0,1,0,2,0,2,0,0,2
green_flower,0,0,42,17,97,0,10,105,37,15,1,42,8,0,0,1,15,13,1,15,219,2,117,5,174,1,0,48,2,0,2,71,0,25,2,5,34
cjtyyds,2,1,12,10,30,0,0,33,10,1,1,11,2,0,0,0,3,3,0,1,72,1,36,2,50,0,0,14,0,0,0,24,0,20,1,4,4
nova_eternal,0,0,2,2,9,0,1,10,0,0,0,6,0,0,0,0,1,0,1,2,25,0,9,1,16,0,0,5,0,0,0,4,0,5,0,0,3
Just_backup,0,0,0,1,3,0,0,5,1,0,0,3,0,0,0,0,1,0,0,2,10,0,2,1,4,0,0,2,1,0,1,3,0,3,0,0,0
chillisauce,14,3,212,98,365,1,67,350,189,98,15,260,33,0,1,5,61,48,6,88,755,16,485,22,647,4,0,173,14,6,23,271,3,118,7,71,125
dr.leoyc,0,0,2,6,10,0,0,8,1,0,1,4,0,0,0,0,3,3,0,0,32,1,15,0,22,0,0,6,0,0,0,13,0,6,0,0,3
L_Y_,0,0,2,4,12,0,1,16,7,0,0,7,0,0,0,0,4,2,0,2,31,0,18,0,20,0,0,7,0,0,1,8,0,9,0,0,6
---hariharan---,1,0,23,20,76,0,18,79,30,11,0,30,7,0,0,2,11,6,2,16,172,1,166,2,164,1,0,32,1,0,5,66,0,63,3,6,20
nousername100,0,0,2,4,5,0,0,8,0,1,1,0,0,0,0,0,1,0,0,1,18,0,7,0,9,0,0,2,0,0,0,5,0,2,0,1,3
Atharv_S_13,1,1,74,42,133,1,23,162,58,30,3,82,15,0,1,1,21,23,4,29,306,3,203,11,281,2,0,64,6,1,11,98,0,61,2,17,40
heyuzhen,1,0,30,18,23,2,13,21,58,25,9,59,7,0,0,1,3,2,2,19,38,9,22,6,45,3,0,12,10,0,6,14,3,13,3,21,10
princegupta-in,0,0,10,5,29,0,4,26,8,4,0,6,1,0,0,0,4,1,0,3,59,0,29,0,59,0,0,16,0,0,1,15,0,11,0,1,10
xiaogan882,0,0,3,7,6,0,0,3,3,2,1,7,1,0,1,0,2,1,0,0,18,0,5,0,12,0,0,5,0,0,0,5,0,4,0,3,1
aayushdalal,0,0,27,19,46,0,17,43,26,6,0,26,2,0,0,0,8,5,1,7,109,2,56,6,112,0,0,35,1,1,1,36,0,27,0,3,19
ArtKot,7,0,46,28,96,0,22,112,35,15,3,52,6,1,1,1,23,13,2,12,261,2,163,9,207,1,0,37,1,2,1,78,0,54,3,16,35
_ezra_,0,0,1,4,4,0,0,5,1,5,0,5,0,0,0,0,4,1,0,3,20,0,9,0,18,0,0,1,0,0,1,2,0,3,0,5,1
2021csb1073,0,0,2,3,10,0,2,15,5,0,0,3,2,0,0,0,2,2,0,0,38,0,21,0,28,0,0,6,0,0,0,10,0,5,0,2,2
squarer,0,0,11,15,26,0,4,30,4,5,1,9,1,0,0,0,7,5,1,6,78,0,25,4,38,1,0,12,1,0,2,15,0,7,0,2,9
songyy999,0,0,37,19,65,0,8,75,32,11,1,34,8,0,0,1,9,8,2,9,145,1,65,2,114,1,0,26,2,0,3,36,0,18,1,7,20
asdfgh__,0,0,9,8,16,0,0,17,5,1,0,7,3,0,0,0,4,1,0,0,45,1,29,4,31,0,0,3,0,1,0,14,0,5,1,2,6
zeelpansuriya,0,0,5,6,17,0,2,26,9,0,0,13,0,0,0,0,1,5,0,2,43,0,32,0,31,0,0,5,0,0,1,22,0,11,0,1,9
Salmankhan007x,0,0,0,8,15,0,1,19,3,0,0,5,0,0,0,0,6,2,0,0,42,1,21,0,36,0,0,9,1,0,0,14,0,6,0,0,2
oneGoal25,1,1,79,51,139,1,42,135,82,42,11,103,14,0,0,2,18,18,3,34,314,9,206,8,287,2,0,79,4,1,12,139,1,59,4,34,69
weupontop,1,0,15,9,35,0,7,41,7,1,0,13,0,0,0,0,6,4,0,0,89,1,28,0,87,0,0,20,0,0,0,30,1,17,0,0,16
5amia,10,0,78,89,213,1,5,192,39,2,1,31,2,0,0,0,27,16,1,3,409,2,395,1,385,0,0,72,1,2,0,114,1,244,4,1,36
Na1L0ng,1,0,9,5,20,0,2,18,8,2,2,6,2,0,0,0,2,2,0,6,47,1,17,2,45,0,1,26,0,0,2,16,0,4,0,2,4
iskcc,0,0,20,15,29,2,9,49,21,25,4,21,7,1,0,2,4,2,1,19,54,1,30,7,43,0,0,14,3,0,3,14,0,10,1,17,4
nishant_hardy,1,0,35,22,70,0,10,55,31,12,1,51,6,0,0,0,6,6,1,11,154,1,76,0,119,0,0,26,1,0,3,44,0,33,2,7,25
2259485317,0,0,2,4,3,0,4,6,3,0,0,3,1,0,0,0,0,1,0,0,20,2,10,0,19,0,0,5,0,0,0,9,0,3,0,0,1
Sanglap_Halder,0,0,7,7,18,0,1,24,4,2,0,9,0,0,0,0,2,4,0,2,58,0,35,0,45,1,0,5,1,1,0,16,0,15,0,1,5
atul_mangal,0,1,4,8,16,0,0,21,4,0,1,3,0,0,0,0,9,2,0,0,46,0,14,3,33,0,0,9,0,0,0,12,0,4,0,1,2
lorapim4,5,0,13,12,50,2,5,66,7,2,1,10,1,0,0,0,9,9,3,3,124,0,80,4,116,0,0,21,2,0,1,34,1,22,1,1,11
Barmen,11,0,66,29,159,0,17,169,52,14,1,54,12,1,0,0,23,18,3,20,352,1,248,12,295,2,0,66,3,1,3,101,1,94,5,8,44
CookiePookie,0,1,148,71,216,1,49,221,115,53,5,155,19,0,0,4,32,19,3,52,456,12,256,7,396,6,0,110,4,2,15,158,1,85,6,26,85
Cynite,0,0,22,11,37,0,8,38,29,17,1,45,3,0,0,0,8,4,1,15,92,4,44,1,68,0,0,20,1,1,7,39,0,9,0,13,21
Sohel_rana_25,4,0,108,47,212,1,24,211,80,28,4,86,10,1,0,0,37,25,5,27,476,7,338,13,435,2,0,99,3,3,5,145,2,97,3,17,69
ytrewq2468013579,0,0,0,3,2,0,2,3,1,1,0,2,0,0,0,0,1,1,0,1,8,1,6,0,9,0,0,3,2,0,0,6,0,6,0,0,0
1m1ssu,0,0,4,9,18,0,0,28,9,9,0,7,5,0,0,0,4,1,0,14,51,0,27,0,31,0,0,5,0,0,0,12,0,10,0,2,3
shlok_radadia,0,0,11,10,61,1,6,63,11,2,0,13,0,0,0,0,7,8,0,0,123,2,65,0,130,0,0,35,0,0,1,43,0,29,0,1,15
MistryNihilityn,0,1,3,7,7,0,2,11,4,1,0,7,2,0,1,0,2,1,0,5,18,2,6,3,18,1,1,6,0,0,0,4,0,1,2,2,4
mamali,2,2,60,25,98,1,14,96,57,24,6,62,13,1,0,2,16,13,4,31,205,4,119,6,164,4,0,32,0,2,11,73,1,36,6,16,31
Smallairplane,4,1,71,36,122,0,28,134,64,40,3,89,15,0,1,5,15,18,4,40,275,5,129,11,257,1,2,147,4,3,9,68,1,35,5,17,34
vinaykishore2512,0,0,1,5,7,0,0,5,3,0,0,5,1,0,0,0,2,2,0,0,18,0,15,0,17,0,0,4,0,0,0,9,0,8,0,1,0
bhartigarg,2,1,23,12,47,1,15,47,24,10,2,22,4,0,0,0,12,6,1,9,115,2,50,2,85,0,0,20,1,0,0,28,1,20,1,10,15
Mysteman,4,0,45,24,86,0,17,98,27,7,1,59,5,2,0,2,17,10,2,11,224,3,148,1,194,1,0,36,1,0,4,66,0,44,1,8,27
illzeno,5,2,92,39,145,0,30,135,82,33,6,93,13,0,1,2,16,17,3,28,301,7,244,9,250,2,0,61,2,3,7,120,2,67,6,28,53
priyanshu.codejee123,3,0,39,24,81,0,9,80,34,17,4,55,11,0,0,0,12,16,1,16,182,0,86,15,142,1,0,45,3,1,4,48,0,25,2,11,21
DeathWarrior,1,0,25,17,49,0,8,45,22,4,0,24,1,0,0,1,6,6,0,3,123,1,67,0,113,0,0,31,0,0,2,49,0,32,0,5,26
Shubham_Khetan.02,0,1,68,29,97,0,16,90,52,16,3,67,9,0,0,0,17,15,1,15,203,4,115,5,172,3,0,35,2,1,4,67,2,43,3,14,33
yokin,0,2,27,17,53,0,11,64,20,8,0,30,6,0,0,0,8,12,1,8,148,2,50,3,104,1,0,18,4,0,0,33,0,17,1,10,19
DarkNinjaEZ,1,0,30,26,80,0,15,85,30,3,1,34,2,0,0,0,9,7,2,5,180,4,71,7,169,3,0,46,0,1,1,65,2,34,0,2,33
Adu3108,0,0,13,10,38,0,6,49,14,1,0,9,4,0,0,0,10,8,0,4,106,0,42,2,82,1,0,16,2,0,0,22,0,8,0,1,11
tangwei,1,0,3,5,6,0,0,6,2,4,0,5,1,0,0,0,2,1,0,1,20,0,10,0,16,0,1,7,0,0,2,4,0,5,0,1,1
Zhiqing_W,0,0,4,5,17,0,3,17,12,4,1,6,2,0,0,0,1,1,0,4,37,1,19,0,32,0,0,13,0,0,0,15,1,5,0,5,7
sheng39,0,0,23,19,56,0,11,66,21,4,1,18,4,0,0,1,10,8,0,6,151,0,67,1,116,0,0,19,0,0,1,47,0,29,0,4,14
Yami32,0,0,10,8,44,1,3,36,8,4,2,19,3,0,0,0,8,4,1,1,87,2,62,3,87,0,0,12,0,1,0,23,0,15,0,6,6
sharodh25,2,0,54,39,168,1,27,195,56,15,3,56,8,1,0,1,30,21,2,16,410,4,278,5,357,0,0,77,3,1,4,128,1,86,1,13,48
alessandrob,1,0,21,12,30,0,7,31,13,3,0,28,3,0,0,0,6,2,1,4,86,2,51,0,67,0,0,20,1,0,1,21,0,11,0,1,13
ma7m00d,2,0,60,41,101,0,17,96,56,23,4,85,11,0,0,0,12,12,1,25,250,4,155,10,194,4,0,45,1,1,6,73,1,56,3,15,31
Enoki,1,1,7,9,20,0,5,15,13,3,1,11,0,0,0,0,3,0,0,1,46,0,50,0,36,0,0,3,1,0,0,21,1,16,0,3,10
areeinium23,5,0,70,38,137,0,35,104,57,30,3,111,7,0,0,1,27,6,2,25,235,7,219,2,249,3,0,96,3,0,6,92,1,57,2,16,47
_samsung_,0,0,3,1,4,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,11,0,11,0,12,0,0,2,0,0,0,5,0,4,1,0,0
Haya,2,4,130,90,239,0,65,251,115,62,8,161,29,0,0,3,30,30,4,57,507,11,303,14,464,4,0,118,2,3,24,157,1,99,5,33,75
Pratham18,3,0,92,62,176,1,29,187,76,28,3,93,12,0,0,2,29,22,5,29,395,4,205,18,350,2,0,95,5,2,5,131,0,71,6,20,58
yiwangwuqian,0,0,22,11,36,0,7,43,31,5,1,26,2,0,0,0,7,5,1,5,100,1,51,2,84,1,0,23,1,0,1,33,0,13,3,4,15
kujocailun,1,0,26,11,42,0,5,36,8,5,0,20,1,0,0,0,20,5,1,3,107,2,54,4,91,0,0,13,1,1,0,23,0,16,2,1,11
tripurari5678,1,0,58,28,136,1,23,154,46,16,4,61,7,0,0,1,21,17,6,21,302,2,162,2,261,1,0,54,1,1,3,86,1,53,2,14,32
ncx312,0,0,1,4,14,0,1,7,1,0,0,5,1,0,0,0,1,0,0,1,23,0,10,0,24,0,0,5,1,0,1,8,0,5,0,0,1
tarangkathiriya33,0,0,34,20,48,0,8,51,25,4,2,22,3,0,0,1,6,2,1,6,123,1,64,3,101,1,0,20,1,2,0,44,0,25,2,0,25
abhishekmaurya8936,1,0,39,23,87,0,18,70,38,9,1,50,5,0,0,1,8,7,0,9,190,4,130,0,195,1,0,47,0,0,4,79,0,47,0,4,39
Encode_Hridoy,11,0,199,77,322,1,50,327,163,132,10,199,51,1,0,3,42,31,7,114,712,9,509,8,614,2,0,133,7,4,27,244,2,155,6,57,116
fangwj,0,1,12,14,42,0,5,54,14,3,0,17,3,0,0,0,9,3,1,4,115,1,63,3,98,0,0,20,0,0,0,31,1,22,0,2,8
Marry_christmas,1,0,2,4,14,0,0,17,5,1,0,4,0,0,0,0,2,3,1,1,42,1,51,1,30,0,0,3,0,0,1,10,0,17,0,0,5
renish_vora,0,0,10,13,45,0,4,39,11,2,0,10,0,0,0,0,7,5,0,1,107,2,56,0,93,0,0,24,0,0,1,43,0,19,0,0,17
